2011	41837	3
1985	48470	2
1980	54348	2
2004	50434	3
2002	59258	3
2003	44555	1
2000	58824	1
2003	55504	3
2007	33000	1
2004	40468	3
2005	43001	1
2001	50000	1
1996	37420	1
2000	53893	3
1998	54023	3
2000	71392	3
1990	60318	2
2004	56454	3
2006	39635	1
2002	50254	1
2007	59830	1
2004	50902	2
1995	56430	2
1995	28760	2
1997	46090	3
1998	65971	3
1995	48286	1
2003	67849	1
1998	36705	3
2000	54535	1
2004	30818	3
2004	37174	1
2007	76642	2
1990	56232	1
1995	40299	3
1998	46343	3
1997	41238	3
2014	50828	2
2011	53000	1
2001	48829	3
2013	55883	2
2001	35102	2
1990	57143	2
1999	57107	3
1996	58320	3
1999	57235	3
2000	61773	3
1985	43633	3
2003	60705	2
1997	30364	1
1985	55648	1
2003	27025	3
2003	37711	2
2003	41081	2
2000	63158	2
1998	40770	3
1998	49351	3
1998	54523	1
2007	46740	2
1996	51011	1
2006	39757	2
1986	38984	1
1975	49287	3
2003	33170	3
2002	62417	3
2002	69591	1
1992	47907	3
1985	100000	2
2011	43210	3
2002	63381	2
1980	54456	3
2008	54879	1
2009	41936	2
2003	76617	1
2000	48388	1
2008	41955	3
1998	54723	3
2002	65762	2
1995	51090	2
1998	67350	1
1996	58140	3
1988	73481	1
1999	44610	3
2006	48777	1
1990	59603	1
2009	37500	1
2008	47575	1
2008	75883	3
1998	39833	2
1993	44988	2
2009	23543	3
2009	38559	3
2000	87592	1
1988	43827	3
1996	72915	3
2004	58182	1
1994	46141	3
2010	42648	3
2004	34383	3
1998	47205	2
2008	105961	2
2003	43104	2
2003	85589	1
2002	66397	1
1997	40281	1
2004	58509	2
2004	28286	3
2010	38266	1
2004	70922	2
2000	50705	1
2008	41153	1
1957	40230	3
2007	32500	3
2002	53031	3
1998	48027	3
2008	31082	2
2001	40307	2
1996	43138	3
1995	60000	2
2002	40432	2
2004	44706	1
2009	60938	1
1992	49243	1
2001	47203	2
2009	34546	1
2010	43732	1
2012	48485	3
1988	46337	3
1999	47818	2
1994	79597	3
1986	93458	2
2005	49779	1
2005	88236	3
2009	39323	1
2003	67828	1
1997	68562	3
1989	53790	2
2000	55340	3
1994	63945	1
2004	45231	2
2000	61677	1
2005	51514	2
1998	52420	3
1997	37314	2
2000	39363	2
2009	48315	3
1999	62120	2
1995	38835	3
1993	60318	1
2003	48462	1
2009	54659	1
1999	29687	2
2000	67288	1
2003	48474	1
1988	39584	3
2002	62500	3
2005	65786	1
2005	52092	2
1990	55911	3
1985	69549	2
1998	69054	1
2002	49467	1
2001	60186	1
2011	117648	1
1999	49181	2
1998	29059	3
2000	122250	1
1995	68882	2
2005	48315	1
1998	41279	2
1995	49491	2
2004	54111	3
2004	44944	1
2013	57447	2
2001	57472	3
1999	48314	2
2008	48696	3
2005	72808	1
1976	60516	2
2000	97403	3
2008	67279	1
2000	46269	1
1995	56684	3
1995	51532	2
2004	35715	2
1997	56920	3
1986	51725	1
2007	62265	2
1980	63415	1
1993	45863	3
1987	54902	3
1990	41410	3
2006	47823	1
2013	40975	1
2003	45215	3
2013	50000	2
2002	40817	1
1980	41045	3
2006	50477	2
1980	44199	2
2000	37500	1
2011	39984	3
1986	48680	2
1991	42453	3
1990	41500	1
1990	61347	2
1990	58000	3
1986	61381	3
1994	44174	1
2000	41242	2
1995	60701	2
1985	49153	1
2008	39492	1
2002	80193	2
1980	55046	2
1986	62963	1
2002	49171	1
2000	34860	3
2011	33131	3
2003	59192	2
2001	84404	3
2002	47959	3
2000	58334	2
2004	45262	3
2010	55556	2
2009	54386	2
1995	67758	3
1992	43637	3
1990	34427	3
2000	61729	1
1990	47888	2
2010	34946	1
1996	51887	2
1990	54120	3
2009	71394	1
2009	68602	1
1996	50794	3
2000	63512	2
2000	40048	1
2003	51913	2
1998	50751	2
2010	42046	3
1997	41652	1
2000	49320	1
2004	43710	2
2003	77731	3
1998	47282	3
2003	52335	3
1995	53152	3
1988	70581	2
2000	54553	3
1998	40838	2
2005	80197	3
2007	39264	3
2000	22000	2
2008	30435	1
2003	65234	3
1986	47253	3
1985	50506	3
2000	47620	3
2006	28261	2
2012	57759	2
2014	54636	1
2007	53404	2
2003	56284	1
2000	53956	1
2000	64383	3
2000	42296	1
2000	75000	1
2000	57500	3
1988	46875	3
1990	49752	3
2004	41967	1
2003	54134	2
2010	66667	1
2006	37684	3
2011	58853	3
2012	55492	2
1996	73108	3
2005	52157	1
1995	51604	1
1987	44463	2
1988	46297	3
2000	45092	2
1998	50000	3
2000	56386	3
1990	44175	2
2008	38105	2
1994	73100	1
2000	64851	1
2000	77420	1
2011	48921	1
2000	62677	2
1996	54652	1
2006	57035	3
2011	37363	1
2001	65055	2
2009	34445	1
2013	40197	2
2003	85539	1
2004	36667	1
2001	44445	2
2002	57033	1
1995	33668	1
1990	55556	2
1995	49680	3
2003	57334	3
2003	68494	1
2008	46175	1
1999	40692	3
2008	44586	2
1964	53817	1
1998	49595	2
2007	40000	2
2004	43193	2
2003	33676	3
1985	55556	3
2002	61205	2
1985	54630	3
1996	51547	2
2003	44618	2
2001	55200	1
1998	54028	3
1992	53230	1
2001	38634	3
1998	48361	3
1997	52928	2
2007	31383	1
1996	34230	3
2002	25905	3
1999	68818	2
1990	55014	3
2004	91181	2
1995	46322	1
2009	65477	2
2006	65657	1
2011	102942	2
1995	40401	3
1992	54889	3
2000	55393	1
1996	32292	1
1990	57668	3
1984	65206	1
1988	40715	2
2010	45198	3
1999	33306	2
2008	40910	2
2003	70176	2
1995	48980	2
1999	51360	2
2005	81537	2
1992	49577	3
1990	58312	2
2005	54167	1
2011	21556	1
2002	25682	2
2009	34546	2
2008	44167	3
2005	35731	3
1992	52778	3
2001	45010	1
1995	66056	1
1998	45076	2
2005	52973	1
1998	51021	3
1994	56891	2
1998	44187	3
2003	69260	3
2004	40000	3
2000	41856	2
2010	54023	3
2009	57609	1
2004	39434	2
2004	35357	1
1990	53514	1
2004	49983	1
1990	64268	3
2008	44445	3
1995	50981	1
2008	54946	2
2004	41755	3
1995	53131	1
2008	41660	3
2004	52831	3
2005	50398	3
2005	67800	1
2003	68153	3
2001	77185	1
2004	54859	3
1998	45016	1
2000	60104	1
1992	60228	3
2009	35455	2
2008	60000	3
2008	26516	1
2000	39041	2
2009	73685	3
2006	46389	2
2008	43334	2
2007	143738	1
2013	34616	3
1998	48105	1
1986	50000	3
2004	84970	1
1998	39706	3
1998	66965	3
1997	41238	1
1999	60582	1
1995	67315	2
1987	46269	2
2004	62072	2
1998	58239	3
1999	58691	3
2010	43334	1
2011	23405	1
2008	37797	2
2013	26507	2
2004	65227	1
1990	53217	1
2002	79708	2
1980	56090	1
1998	50311	3
1998	53226	2
1995	54839	3
2003	45999	3
2004	48042	3
2007	38924	1
2000	41356	1
2001	49209	3
2005	42508	2
2006	57043	3
1996	57408	3
2006	55101	1
1995	52387	3
2003	52860	2
1990	50000	3
1989	69352	3
2004	39207	2
2004	66919	1
2004	31294	2
1998	54141	2
2011	47483	2
2003	48575	1
1992	21429	3
2000	68028	1
2000	51250	2
2003	57235	3
2001	56819	2
1985	63518	2
1998	66667	3
2009	35864	3
2004	46062	1
2012	52817	1
1990	38029	2
1999	35087	3
1990	54471	3
1995	49604	2
1989	48092	3
1991	53548	3
1996	55463	3
1996	65715	1
2000	52907	3
2009	36475	1
2007	40889	3
1997	36152	1
1990	53031	3
1992	48952	2
2001	37180	1
2014	51137	1
2014	51137	2
2001	50041	2
2009	44327	1
2009	59028	1
2008	41924	2
1988	50650	3
2004	41537	3
2004	42616	3
2003	63672	1
1999	52831	1
1990	57089	3
2000	26437	1
1999	53192	3
1998	53192	3
2004	30000	2
2001	64972	2
2000	38708	1
1998	31250	2
1993	41427	2
1998	34926	1
1993	53982	3
1989	46429	1
1996	55725	3
1998	56465	1
2006	40217	3
1988	48672	3
1980	78704	1
1994	70114	3
1999	40261	2
1997	51000	1
1988	69355	3
1998	42308	3
2008	113961	2
2014	59713	3
2002	32939	2
1998	45549	2
2000	62003	1
1995	57200	2
2000	45719	1
1999	35434	2
1994	51080	3
2010	70689	1
2009	71533	3
2008	55316	1
1999	40000	1
2010	54445	2
2000	39177	3
2001	58974	1
2007	40456	1
2008	28083	2
2009	51516	1
2000	69519	1
1990	47855	3
2000	34806	1
1991	59837	1
2003	73569	1
2005	43750	1
1982	80910	2
1990	63740	2
2003	48646	3
1998	28062	3
2003	59856	2
1992	48102	1
2012	43166	3
1994	59678	1
1993	54606	1
1997	49933	2
2004	39814	3
1998	37728	1
2001	45715	3
1995	54348	1
2002	57392	3
1999	58036	3
2012	42518	1
2002	48994	3
2005	52846	2
2002	40910	1
1984	81352	2
1994	51352	3
2008	43200	2
2000	35384	2
2002	50870	1
2003	88833	3
1993	62319	2
1997	42709	3
1998	47009	3
2000	60039	1
1995	76924	2
1996	38769	3
2000	55549	3
2008	80015	2
1988	71574	2
1998	65776	1
2004	43294	3
2001	81720	2
2001	55455	2
1987	51370	3
2000	47541	3
1999	120000	2
1994	42373	2
1990	41873	1
1990	49138	3
2006	50926	1
1990	43182	1
1992	51243	1
2000	64584	3
1997	55285	1
1994	46832	3
1990	42462	2
1989	49517	3
2012	30928	2
1995	46090	3
2003	48811	2
1998	48889	1
2004	53062	3
2010	36482	1
2004	53572	1
2000	63329	1
1996	32070	3
1996	32004	3
1999	44648	2
2007	35898	2
1990	36869	3
1989	50446	2
2008	69978	2
1998	60959	2
2011	56498	2
2000	80437	2
1998	44650	3
2000	70614	1
1995	55556	1
2001	35112	2
1997	36927	3
1995	50656	3
2010	58501	3
1998	29319	3
2005	43637	3
2003	100000	3
1983	39517	2
2000	49724	3
1988	40853	1
2006	37370	2
1991	57504	3
2000	47728	3
2000	56200	2
2002	43329	2
1996	80247	3
2002	36456	2
2008	41527	2
2006	37500	2
2004	34260	3
2008	34921	2
2006	51847	1
2000	59323	1
2000	38155	2
1998	60247	1
2004	58023	2
1996	40698	1
2008	59058	2
1990	62500	3
2005	52190	1
2000	41497	1
2004	37008	2
1960	50820	2
2000	39930	1
2000	44884	2
1990	44944	3
2002	66667	3
1999	43310	3
2005	94845	2
2006	29851	2
2004	27679	3
2007	35088	2
2002	86876	3
2008	55556	1
1998	60000	1
2002	44898	1
1996	37334	2
1999	71429	3
2002	47996	1
2003	65218	1
2000	59155	3
2000	45665	3
2004	47287	2
1982	51530	3
1990	72728	1
1996	50000	1
2000	45455	1
2007	38555	1
1992	51227	2
2010	59436	3
2003	47273	2
2004	82353	3
2003	90223	2
1998	69790	2
1995	56579	1
2000	71067	2
1997	52118	2
1999	36735	2
1998	57429	2
1998	66823	3
2005	36284	3
1999	59560	3
2008	44068	1
2006	51068	2
2000	71689	1
1992	73052	1
1990	60330	2
2000	26569	2
1990	53134	2
1985	67040	2
1995	53734	2
1989	48438	2
2004	78483	2
1998	92166	1
2004	80735	3
2003	64268	2
1993	50086	1
1998	42777	2
1988	59226	2
1998	55673	2
2004	108491	1
2010	57223	2
2010	53761	2
2000	32043	3
2007	49816	2
2001	49636	3
2001	63515	2
2003	41224	3
2008	32512	1
2012	43669	1
2010	57472	2
2010	46237	2
2001	50000	1
1998	48914	2
2003	66319	2
2005	40229	2
1990	67096	3
1988	68342	1
2000	42322	2
2011	49020	2
1991	29949	2
2008	106417	3
1998	45193	3
2010	61172	2
2010	61291	2
2010	35000	2
2007	40000	3
2008	31977	2
2011	31507	1
2001	47693	1
2008	47312	2
2007	62791	2
2008	41355	1
2007	23438	3
1989	49594	2
1998	70324	1
1992	48462	3
1989	42764	3
1995	58871	2
1984	66583	3
1996	43519	2
2000	57143	1
2000	48105	1
1991	54667	3
2004	42059	3
2004	41874	3
2004	79110	2
1998	44800	2
1995	31716	3
2000	40835	3
1997	74075	1
2008	54272	1
2010	43479	1
2000	33567	3
1981	59289	2
2011	27944	1
2008	39278	3
2008	49919	3
2010	40244	3
2001	47814	2
2003	63536	2
2003	80000	1
2004	37368	1
1990	65367	2
2010	36735	2
1997	45745	1
2014	32927	2
2001	40416	2
1999	50000	3
2006	36598	2
1990	49057	1
2001	69183	1
1999	38889	3
1999	68416	3
2012	49091	2
1982	49646	2
2002	54482	2
2003	50000	1
2003	80985	3
2002	54972	1
2003	80749	2
1990	50093	2
2001	55025	3
2002	33981	3
2004	46599	3
2007	45455	1
2002	54043	3
2000	70519	2
2000	89095	2
1986	71231	1
2008	49027	3
1990	38999	1
1985	90339	1
2011	60385	1
2010	38628	1
2000	62478	2
2000	36000	1
2009	34737	2
2005	40459	3
2010	48889	3
2000	47864	3
1996	39326	1
2011	45181	1
1996	48649	1
1994	38529	3
1995	48220	1
1998	56250	1
2000	41539	1
2001	41437	2
2002	32082	1
1996	44740	1
2008	72615	2
2000	49692	3
1987	54334	2
2004	34836	2
1996	85799	2
2003	58069	2
2003	50000	3
2001	71498	2
1996	56441	1
1995	49276	3
2008	51961	3
2006	44643	2
2005	57907	3
1996	63014	3
1980	35047	3
1998	48835	2
2006	38364	1
2008	48717	2
2012	50956	1
1990	47154	2
2001	192983	1
1992	56863	1
2002	61584	2
2003	36382	2
1993	55923	3
1983	66482	1
1985	58120	3
1999	51124	2
1988	55173	1
1992	63000	3
2011	47273	3
2002	43182	1
1998	60000	2
1989	48434	2
1988	55883	3
2006	36164	3
2002	47170	1
2009	48152	3
1996	55556	1
2011	63614	2
1990	52846	2
1998	59172	2
2003	55463	1
2003	60143	3
2014	65031	2
1999	51938	1
1995	66080	3
2011	29730	1
1992	82279	1
1990	58733	2
1992	59375	1
2000	66752	1
1998	46860	3
2011	42728	1
2003	38218	2
1988	56278	2
1995	65536	2
2010	45745	2
2003	78048	3
1992	47369	2
1998	48481	1
2000	61334	1
1999	48544	1
1996	34866	3
2002	44282	3
2004	150476	1
2001	33334	3
2010	45249	3
2010	26471	2
1999	41732	3
1999	36912	3
1999	41740	1
2000	53143	2
2005	50894	2
1998	42614	1
2000	42056	3
1998	33899	3
1996	55967	3
1989	55745	1
2000	46297	2
2004	31429	1
1983	49133	1
2010	47675	3
2005	44947	1
2001	69859	1
1960	57143	3
1990	54762	2
2006	100000	1
1994	43202	2
1985	64206	1
2000	56780	3
2003	32759	1
2003	61924	2
1997	54659	1
2007	50528	1
2002	45683	1
2003	58035	3
1996	45000	1
2000	42071	3
1970	57365	2
1993	55385	2
1998	42188	3
1998	33803	2
2010	32180	2
2009	53873	3
2008	52084	3
1995	57938	3
1994	42500	3
1992	49133	3
1998	59524	3
2009	34399	2
1988	44828	2
2004	43569	3
2004	52846	1
1993	50803	3
1995	70176	3
2003	70109	1
1980	54946	2
1981	64923	1
2007	52084	1
2009	75401	2
1986	63052	1
2003	32609	2
2000	52632	1
1985	50910	3
2004	45000	3
2007	94798	3
1986	68626	2
1994	53931	3
2004	48864	3
1995	29855	1
2004	67050	1
1965	58019	2
2015	44643	1
2006	44211	1
1992	46297	2
1990	64656	2
1999	52144	2
1998	50400	1
2002	60976	1
2009	56070	2
1984	40637	2
2000	36094	3
2006	45529	2
1990	63733	2
1989	60000	1
1993	58159	2
2004	48557	3
1990	59260	1
1997	31513	1
1992	56863	1
1985	57143	1
2005	56877	2
2004	83696	2
2011	40218	3
2003	68250	1
2010	61905	1
2010	162163	1
2010	121803	1
2006	47015	2
2009	36667	3
1993	44667	1
1987	51404	2
2005	31250	1
2008	37720	2
2012	41229	2
2000	37143	3
2011	23864	2
2000	68812	2
2005	39861	3
2003	40670	2
2002	37834	2
2000	55556	2
1998	59955	1
1993	47102	1
2014	49057	2
1993	48462	1
1997	27652	2
2004	38614	2
2006	54620	3
2005	95950	1
2001	38044	1
2006	44555	3
2000	40770	3
1999	26732	3
1994	53870	2
1995	56819	3
2002	64378	3
2000	39336	1
2004	50931	3
2002	60870	3
1997	40071	2
1990	73077	1
2004	52953	3
1996	38203	3
1998	32961	2
2009	46914	3
2001	48980	3
2003	41012	2
1995	55492	2
2004	62106	1
1998	29851	2
1989	58225	3
2013	60312	2
2006	53890	2
1988	64124	3
2003	64763	2
1991	56543	3
1982	90762	1
2002	47458	2
2004	39879	2
2009	36364	2
2008	40087	1
2008	30563	1
1995	62696	1
1999	44591	3
1995	60588	3
2000	65625	1
1996	42342	3
1989	55759	2
2004	31423	2
1999	48487	1
2003	57621	2
2003	51725	1
2003	52237	3
2003	66299	1
2008	53721	2
2004	38363	2
2011	60892	1
2000	33065	1
1996	50000	2
2009	51145	2
2011	77286	3
1989	76392	3
2000	44617	1
2004	40051	3
2000	35556	1
2007	43590	2
1999	57437	1
2009	53334	2
1992	39362	2
2004	43056	1
1990	39409	3
2003	38139	2
2000	23149	1
2011	23405	1
1998	35556	1
2005	46341	2
2008	46512	2
2003	51712	1
1991	69513	3
1999	28626	3
1997	41006	3
1998	45334	1
1998	59424	1
2008	36205	3
2009	56044	2
2001	51479	1
2004	85911	3
1994	45002	3
1995	61029	1
1998	40788	2
1990	54717	1
2000	37823	2
1996	50875	1
1994	65313	3
1998	44574	2
2001	24663	3
2006	36087	2
2001	39526	3
2004	40238	1
1990	44118	2
1990	57444	2
2005	60200	2
2002	54719	3
1999	42590	3
2009	41364	2
2008	81250	1
2009	40817	1
2000	43740	3
2004	45843	3
1985	41667	1
2011	40910	1
1995	47684	2
2011	60417	1
2010	45023	1
2010	56029	3
2000	27632	1
1998	49295	3
2003	34324	3
1983	64919	1
2009	60296	2
1994	67858	2
2000	39008	2
2004	47864	1
1990	62583	3
1988	55394	3
1995	38359	1
2011	36957	3
2010	52000	2
2007	53354	1
2011	60000	2
2003	57675	2
1993	41908	3
2008	35270	2
2008	50000	3
1999	26062	1
2008	41875	3
2000	64239	3
1989	51250	1
2005	39474	3
1989	84890	2
2008	73914	1
1996	50848	3
1995	59351	2
2004	69669	1
1993	39902	3
2003	52696	2
1994	27770	1
1995	50693	3
2009	40741	1
1985	49628	3
1995	54228	1
2014	39474	3
1997	35899	1
2014	38312	2
2010	56837	3
1998	49339	2
1993	42061	2
2001	46875	2
2009	84303	1
2000	55556	3
2003	48516	1
2000	40580	3
1992	42143	2
1995	61823	1
1999	66880	2
2009	46618	1
2003	96010	2
2003	30285	3
2010	83334	3
2003	50926	1
2000	44045	1
2007	38948	1
1998	46463	2
1999	47084	3
2004	43299	1
2009	37720	3
2010	28184	2
1999	60000	1
2005	55556	2
1988	53131	2
2010	53948	3
2009	34706	2
2004	71759	1
1999	31546	3
2003	59629	1
2004	68753	3
2002	52213	1
2005	38681	2
2007	38096	1
1992	50000	1
2013	62815	2
2009	37694	1
2004	47771	3
1990	44369	3
2003	31250	2
2004	68572	2
2004	53927	1
1998	43617	1
2010	37340	3
2005	79440	3
2008	41458	2
2009	39760	2
2008	47873	2
2007	27907	2
2006	28261	2
2004	80021	2
1998	50931	2
2000	43732	2
2008	47946	1
1996	41885	2
2003	32479	1
1990	56162	1
2002	25439	1
1999	56929	2
2000	55847	1
1998	57433	2
2003	41270	1
2000	41238	3
1997	36637	1
1997	36637	1
1997	38039	2
2003	51502	1
2008	57851	1
2000	72586	1
2005	49587	2
2014	36391	2
2002	33742	2
2009	34182	2
2010	28049	2
2014	70708	3
2007	55341	3
2002	44129	3
2004	53192	2
2002	40226	3
2000	44108	2
1998	35439	1
1981	55847	3
1987	65053	3
